date,raw_description,amount,channel,category
2026-01-05,UPI-CRED RENT PAYMENT INDIA-790119@okaxis,16811.08,UPI,Rent
2026-05-07,UPI-EATCLUB-212030@oksbi,233.69,UPI,Dining
2026-01-23,UPI-SONY LI-920237@paytm,878.45,UPI,Subscriptions
2026-02-10,UPI-REDBUS LTD-801332@ybl,401.41,UPI,Transport
2026-06-30,NEFT-SWIGGY-N508157,278.08,NEFT,Dining
2025-10-15,UPI-MCDONALDS-233373@ybl,167.95,UPI,Dining
2025-08-19,IMPS-423381-AMAZON INDIA,392.78,IMPS,Subscriptions
2025-09-08,UPI-TATA 1-233869@ibl,527.08,UPI,Health & Fitness
2026-01-04,UPI-PLAYSTATION STORE-116708@okaxis,766.68,UPI,Entertainment
2026-03-05,ACH-NEFT INWARD REMITTANCE PVT LTD-509231,2150.46,ACH,Income
2025-08-13,UPI-CULTFIT INDIA-813541@oksbi,500.38,UPI,Health & Fitness
2026-01-11,UPI-DECATHLON PVT LTD-417471@paytm,4566.16,UPI,Shopping
2025-12-07,POS 580018 DECATHLON INDIA GZB,578.2,POS,Shopping
2026-04-08,UPI-GPAY UPI LTD-912029@oksbi,18503.58,UPI,Transfers & Payments
2025-12-20,POS 132462 PIZZAHUT INDIA DEL,302.18,POS,Dining
2026-03-03,UPI-BLINKIT-521533@upi,100.28,UPI,Groceries
2025-08-02,POS 501814 EATCLUB MUM,161.84,POS,Dining
2026-01-08,UPI-NEFTTRANSFER-225839@oksbi,15949.16,UPI,Transfers & Payments
2026-06-10,NEFT-PRACTO-N306041,300.88,NEFT,Health & Fitness
2025-07-28,IMPS-969391-CRED PAYM,2822.28,IMPS,Transfers & Payments
2025-07-06,UPI-SWIGGY INSTAMART LTD-28437@paytm,272.3,UPI,Groceries
2025-07-21,UPI-CULT F PVT LTD-517358@okaxis,1159.63,UPI,Health & Fitness
2026-03-31,UPI-INDIAN OIL PETROL-181128@paytm,633.44,UPI,Transport
2025-09-28,POS 182320 AJIO LTD BLR,1424.57,POS,Shopping
2025-12-15,IMPS-312128-SPOTIFYINDIA,147.1,IMPS,Subscriptions
2026-03-07,UPI-RENT TRANSFER LANDLORD PVT LTD-247126@upi,10145.58,UPI,Rent
2025-11-15,UPI-TATA P-499652@apl,1885.51,UPI,Utilities & Bills
2026-02-02,UPI-RENTTRANSFERLANDLORD-877438@ibl,11173.04,UPI,Rent
2026-05-01,UPI-NOBROKERRENTPAY PVT LTD-571587@ybl,15824.71,UPI,Rent
2026-03-13,POS 648047 UBER INDIA GZB,81.23,POS,Transport
2025-08-18,POS 833149 NATURES BASKET BLR,1297.18,POS,Groceries
2025-10-07,UPI-NEFTTRANSFER-846346@apl,7881.79,UPI,Transfers & Payments
2025-08-29,UPI-INTERVIEWBIT PVT LTD-426413@paytm,1032.86,UPI,Shopping
2025-10-15,IMPS-891458-SPOTIFYINDIA,189.08,IMPS,Subscriptions
2026-01-13,POS 218125 DOMINOSPIZZA DEL,788.72,POS,Dining
2026-01-21,POS 243328 PVR CINEMAS LTD DEL,429.37,POS,Entertainment
2025-10-06,IMPS-499449-JIOMART,312.49,IMPS,Groceries
2025-11-06,UPI-SNITCH-634049@upi,1311.13,UPI,Shopping
2026-06-29,UPI-HPPETROLPUMP PVT LTD-434134@apl,986.15,UPI,Transport
2026-01-30,UPI-CULTFIT PVT LTD-628154@okaxis,518.93,UPI,Health & Fitness
2025-11-13,UPI-MAXHOSPITAL-158362@upi,827.67,UPI,Health & Fitness
2026-01-09,POS 417129 NEFT T NOIDA,6224.58,POS,Transfers & Payments
2025-09-24,UPI-DECATHLON PVT LTD-927543@oksbi,1372.39,UPI,Shopping
2026-01-05,UPI-DMART PVT LTD-201952@ybl,541.28,UPI,Groceries
2026-06-12,POS 413892 BOOKS KHARIDO STORE LTD DEL,419.76,POS,Shopping
2026-04-10,UPI-AJIO-501538@paytm,712.0,UPI,Shopping
2025-09-22,UPI-BAJAJ FINSERV EMI-165850@okaxis,4954.46,UPI,Transfers & Payments
2026-01-30,POS 466220 COURSE LTD DEL,4556.28,POS,Shopping
2025-07-01,UPI-MEESHO INDIA-627116@okaxis,251.08,UPI,Shopping
2026-03-01,UPI-HDFC HOME LOAN EMI-202385@okaxis,15001.11,UPI,Transfers & Payments
2026-03-10,UPI-PIZZA  INDIA-31332@oksbi,306.52,UPI,Dining
2026-06-10,UPI-NFLX*NETFLIX LTD-559112@ybl,529.57,UPI,Subscriptions
2026-05-29,UPI-YOUTUBEPREMIUM LTD-32051@ybl,184.85,UPI,Subscriptions
2026-02-02,UPI-LEETCODEPREMIUM-67743@ibl,2542.77,UPI,Shopping
2025-09-05,UPI-CULTFIT-745077@apl,978.93,UPI,Health & Fitness
2025-08-08,POS 216771 TATA1MG PVT LTD MUM,934.49,POS,Health & Fitness
2025-11-07,POS 333507 BLINKIT INDIA MUM,490.71,POS,Groceries
2026-03-28,UPI-HDFCCREDITCARDAUTOPAY LTD-999592@apl,3085.79,UPI,Transfers & Payments
2025-08-07,UPI-SNITCH INDIA-966282@ibl,636.99,UPI,Shopping
2026-05-02,POS 659415 WOW MOMO MUM,194.06,POS,Dining
2025-09-14,UPI-MORESUPERMARKET INDIA-301547@oksbi,285.94,UPI,Groceries
2026-02-07,UPI-BIGBASKET PVT LTD-609685@apl,607.68,UPI,Groceries
2025-11-25,UPI-UDEMYONLINECOURSE LTD-499917@upi,428.24,UPI,Shopping
2025-11-01,UPI-DMART-993455@oksbi,1238.0,UPI,Groceries
2026-04-04,IMPS-475867-RENT TRANSFER LANDLORD PVT LTD,21180.86,IMPS,Rent
2026-03-27,POS 288613 WOWMOMO DEL,220.93,POS,Dining
2026-03-08,UPI-DELHIMETRORAIL INDIA-253124@ybl,29.3,UPI,Transport
2026-02-07,UPI-SPENCERS RETAIL INDIA-37100@paytm,774.64,UPI,Groceries
2026-01-02,UPI-COURSERA-699100@apl,4125.54,UPI,Shopping
2025-07-03,UPI-UDEMY ONLINE COURSE LTD-497782@paytm,417.74,UPI,Shopping
2026-01-20,UPI-PLAYSTATION STORE INDIA-282716@upi,501.12,UPI,Entertainment
2025-12-15,UPI-SPOTIFY INDIA PVT LTD-35088@ibl,128.81,UPI,Subscriptions
2025-08-05,ACH-NEFTINWARDREMITTANCE LTD-410543,4013.01,ACH,Income
2026-05-07,POS 303010 MCDONALDS LTD DEL,231.67,POS,Dining
2025-11-15,UPI-NFLX*NETFLIX INDIA-187124@upi,306.15,UPI,Subscriptions
2026-03-30,UPI-YOUTUBE PREMIUM-413879@ibl,167.31,UPI,Subscriptions
2026-06-07,UPI-SWIGGY INDIA-983044@ibl,206.1,UPI,Dining
2025-09-21,UPI-WOWMOMO-195381@okaxis,138.06,UPI,Dining
2026-06-19,UPI-COURSERA LTD-545319@apl,2355.08,UPI,Shopping
2025-09-28,UPI-STEAM PURCHASE-274893@paytm,396.94,UPI,Entertainment
2026-03-11,POS 331876 NETMEDS LTD NOIDA,206.77,POS,Health & Fitness
2025-08-21,UPI-MEESHO PVT LTD-758522@ybl,150.15,UPI,Shopping
2025-10-31,UPI-SWIGGY INSTAMART PVT LTD-118370@okaxis,592.92,UPI,Groceries
2025-07-26,UPI-SNITCH PVT LTD-595096@ybl,1379.37,UPI,Shopping
2026-05-07,ACH-NOBROKER RENT PAY-382824,12576.1,ACH,Rent
2026-03-05,IMPS-235605-CRED RENT PAYMENT,13126.53,IMPS,Rent
2026-02-21,UPI-SPOTIFY INDIA INDIA-157198@ybl,140.68,UPI,Subscriptions
2025-08-06,IMPS-90199-SONYLIV LTD,339.1,IMPS,Subscriptions
2025-08-07,POS 54188 FAASOS LTD DEL,120.28,POS,Dining
2026-06-12,NEFT-BLUSMART PVT LTD-N425679,577.21,NEFT,Transport
2025-11-25,POS 179814 JIOMART BLR,333.05,POS,Groceries
2025-09-26,UPI-PVR CINEMAS-508611@apl,355.92,UPI,Entertainment
2026-02-28,POS 320193 XBOXSTORE BLR,1696.83,POS,Entertainment
2025-07-05,IMPS-921624-RENT TRANSFER LANDLORD,13865.08,IMPS,Rent
2025-09-02,UPI-TATAPLAYDTH-445859@apl,747.77,UPI,Utilities & Bills
2025-07-28,UPI-VODAFONE I-220299@oksbi,152.89,UPI,Utilities & Bills
2026-02-15,UPI-MCDONALDS PVT LTD-284070@upi,311.23,UPI,Dining
2025-10-10,UPI-BSES RAJDH INDIA-932027@upi,2762.17,UPI,Utilities & Bills
2025-10-15,UPI-AIRTEL PAY-280532@oksbi,173.29,UPI,Utilities & Bills
2025-07-04,UPI-NOBROKER RENT PAY-17268@okaxis,26699.58,UPI,Rent
2026-03-05,ACH-INTERESTCREDITSBAC LTD-962774,232.22,ACH,Income
2026-03-19,UPI-XBOXSTORE-851526@ybl,1615.91,UPI,Entertainment
2025-07-30,IMPS-765579-PLAYSTATION STORE LTD,3402.79,IMPS,Entertainment
2026-04-10,UPI-NATURES BASKET PVT LTD-541483@oksbi,1221.69,UPI,Groceries
2026-02-04,IMPS-337726-BLINKIT,803.71,IMPS,Groceries
2025-07-18,UPI-MAX HO INDIA-431928@oksbi,4906.55,UPI,Health & Fitness
2025-10-28,UPI-LEETCODEPREMIUM-828082@paytm,7922.56,UPI,Shopping
2026-04-29,IMPS-27803-BOOKMYSHOW LTD,660.19,IMPS,Entertainment
2025-11-08,POS 512354 AJIO LTD NOIDA,1602.31,POS,Shopping
2025-10-19,POS 29816 HDFC HOME LOAN E LTD NOIDA,15190.21,POS,Transfers & Payments
2025-07-08,POS 543491 VODAFONEIDEA PVT LTD BLR,150.73,POS,Utilities & Bills
2025-11-16,UPI-SWIGGY LTD-314056@oksbi,363.63,UPI,Dining
2025-12-12,UPI-SBIPERSONALLOANEMI INDIA-991930@okaxis,11963.54,UPI,Transfers & Payments
2025-10-21,UPI-WATERBILL INDIA-655596@upi,208.59,UPI,Utilities & Bills
2025-07-18,IMPS-576388-CAFE COFFEE DAY INDIA,298.15,IMPS,Dining
2025-12-08,POS 12716 HDFC HOME LOAN EMI PVT LTD GZB,15194.9,POS,Transfers & Payments
2025-11-12,UPI-ACTFIBERNET INDIA-343508@upi,859.63,UPI,Utilities & Bills
2026-02-14,POS 36249 NEFTTRANSFER LTD MUM,4320.05,POS,Transfers & Payments
2026-01-06,NEFT-GPAY UPI PVT LTD-N441220,4768.35,NEFT,Transfers & Payments
2025-09-28,UPI-HDFCHOMELOANEMI INDIA-678368@oksbi,27764.58,UPI,Transfers & Payments
2025-07-19,POS 76030 WATER BILL BLR,669.15,POS,Utilities & Bills
2025-07-03,UPI-RENT TRANSFER LANDLORD-55697@oksbi,17939.97,UPI,Rent
2025-11-17,POS 325355 SWIGGY PVT LTD GZB,171.67,POS,Dining
2025-11-28,UPI-HDFCHOMELOANEMI PVT LTD-748855@oksbi,16299.17,UPI,Transfers & Payments
2026-03-28,UPI-FASTAG RECHARGE PVT LTD-768344@ibl,724.53,UPI,Transport
2025-11-22,UPI-BLUSMART-610182@ibl,159.07,UPI,Transport
2026-02-13,UPI-MORE SU LTD-557106@paytm,830.97,UPI,Groceries
2026-03-17,UPI-AIRTELPAYMENTS-832122@apl,274.37,UPI,Utilities & Bills
2026-06-11,UPI-RELIANCEFRESH-346926@ibl,200.66,UPI,Groceries
2026-02-10,NEFT-RELIANCE FRESH-N814571,521.45,NEFT,Groceries
2026-03-04,POS 899374 BARBEQUE NATION INDIA NOIDA,2496.31,POS,Dining
2026-06-19,UPI-PHARMEASY LTD-815631@apl,182.98,UPI,Health & Fitness
2026-02-27,UPI-SPENCERSRETAIL PVT LTD-323216@oksbi,212.91,UPI,Groceries
2026-04-30,UPI-SNITCH-637421@apl,564.81,UPI,Shopping
2026-04-04,NEFT-NFLX*NETFLIX-N939194,467.64,NEFT,Subscriptions
2026-05-02,IMPS-805702-RENTTRANSFERLANDLORD PVT LTD,14863.23,IMPS,Rent
2026-04-23,UPI-XBOX STO PVT LTD-603611@paytm,2302.25,UPI,Entertainment
2026-04-21,IMPS-933257-DMART,500.06,IMPS,Groceries
2026-04-05,UPI-SONYLIV INDIA-247024@apl,534.51,UPI,Subscriptions
2026-03-15,UPI-HOTSTA INDIA-789470@ybl,573.66,UPI,Subscriptions
2026-01-31,POS 493853 APPLE MUSIC BLR,119.5,POS,Subscriptions
2025-09-14,UPI-MCDONALDS-105454@apl,280.26,UPI,Dining
2026-04-19,POS 846919 DOMINOS P INDIA NOIDA,352.9,POS,Dining
2026-06-20,POS 127344 STEAM PURCHASE GZB,397.19,POS,Entertainment
2025-09-03,POS 221824 REDBUS DEL,681.39,POS,Transport
2026-03-07,NEFT-NOBROKERRENTPAY INDIA-N335033,16616.22,NEFT,Rent
2026-02-09,POS 836194 HALDIRAM LTD GZB,270.1,POS,Dining
2025-07-06,IMPS-824233-NOBROKERRENTPAY PVT LTD,13966.43,IMPS,Rent
2025-12-29,UPI-BAJAJ FINSERV EMI INDIA-991526@paytm,2108.98,UPI,Transfers & Payments
2026-01-01,POS 269485 UBERINDIA PVT LTD GZB,113.44,POS,Transport
2026-05-15,UPI-AMAZON PRIME PVT LTD-481552@apl,424.79,UPI,Subscriptions
2025-11-14,UPI-IRCTC-283157@okaxis,549.31,UPI,Transport
2026-06-10,UPI-INDIAN OI PVT LTD-724358@okaxis,2859.82,UPI,Transport
2026-04-16,UPI-HALDIRAM LTD-819253@paytm,288.14,UPI,Dining
2026-03-28,UPI-BURGER KING LTD-498866@oksbi,280.78,UPI,Dining
2026-04-11,UPI-YOUTUBE PREMIUM PVT LTD-883372@apl,130.49,UPI,Subscriptions
2025-07-02,IMPS-567552-IMPS INWARD ,509.2,IMPS,Income
2026-06-14,UPI-AMAZON PRIME PVT LTD-568234@ybl,792.71,UPI,Subscriptions
2026-01-01,UPI-DRLALPATHLABS INDIA-633456@apl,812.06,UPI,Health & Fitness
2026-03-11,UPI-HALDIRAM INDIA-714831@ibl,126.22,UPI,Dining
2025-11-25,UPI-BLINKIT-615904@paytm,236.6,UPI,Groceries
2025-07-12,UPI-PAYTM UPI INDIA-842814@ybl,2442.68,UPI,Transfers & Payments
2026-05-07,UPI-SWIGGYINSTAMART INDIA-643828@oksbi,445.13,UPI,Groceries
2026-03-02,UPI-NYKAA-550334@paytm,385.1,UPI,Shopping
2026-04-23,UPI-XBOXSTORE LTD-993940@apl,1307.49,UPI,Entertainment
2025-09-28,UPI-MORE SUPERMARKET PVT LTD-654805@okaxis,212.4,UPI,Groceries
2026-04-22,UPI-BURGER KING-643958@paytm,155.57,UPI,Dining
2026-02-01,POS 260289 PLAYSTATION STORE DEL,3936.72,POS,Entertainment
2026-05-03,UPI-DELHI JAL BOARD PVT LTD-456759@okaxis,408.95,UPI,Utilities & Bills
2025-07-15,POS 591225 SWIGGY LTD DEL,888.78,POS,Dining
2026-06-14,IMPS-162672-ACT FIBERN PVT LTD,737.62,IMPS,Utilities & Bills
2026-04-12,POS 375600 PHONEPE UPI INDIA MUM,15743.11,POS,Transfers & Payments
2026-02-28,UPI-TATA POWER DDL LTD-322379@upi,1558.34,UPI,Utilities & Bills
2025-07-05,POS 917665 APOLLO PHARMACY LTD NOIDA,415.74,POS,Health & Fitness
2026-02-18,UPI-PIZZA HUT-421511@ybl,376.79,UPI,Dining
2025-09-19,UPI-GPAY U PVT LTD-904783@apl,8628.05,UPI,Transfers & Payments
2026-02-24,UPI-HPPETROLPUMP-754607@oksbi,1952.74,UPI,Transport
2026-06-06,POS 84108 RELIANCE D BLR,29511.99,POS,Shopping
2026-03-07,UPI-CRED PAYM-403181@ibl,705.51,UPI,Transfers & Payments
2025-09-23,UPI-NATURES BASKET-833965@oksbi,467.08,UPI,Groceries
2025-12-04,NEFT-NOBROKERRENTPAY-N53633,10396.07,NEFT,Rent
2025-07-05,UPI-DMART-73416@ybl,1385.48,UPI,Groceries
2025-11-05,POS 383114 MAX HOS INDIA NOIDA,3159.58,POS,Health & Fitness
2025-12-31,UPI-EATCLUB-611732@ybl,197.92,UPI,Dining
2025-08-06,NEFT-ASPECTRATIOSALARY PVT LTD-N388321,56262.1,NEFT,Income
2026-03-01,ACH-RENT TRANSFER LANDLORD-697339,19606.49,ACH,Rent
2026-02-16,UPI-BIGBASKET-841863@oksbi,2495.49,UPI,Groceries
2026-06-24,POS 224462 SWIGGY INDIA NOIDA,155.41,POS,Dining
2025-08-07,NEFT-NOBROKER RENT PAY-N103452,18725.97,NEFT,Rent
2025-09-19,UPI-IMPSTRANSFER-647531@apl,1237.03,UPI,Transfers & Payments
2025-07-01,UPI-CRED RENT-400788@okaxis,11457.18,UPI,Rent
2025-07-28,NEFT-STEAMPURCHASE PVT LTD-N897713,319.51,NEFT,Entertainment
2025-07-22,UPI-SBI PERSONAL LOAN EMI INDIA-88514@paytm,11889.84,UPI,Transfers & Payments
2025-07-17,IMPS-56146-BOOKMYSHOW PVT LTD,208.94,IMPS,Entertainment
2026-06-28,NEFT-IRCTC PVT LTD-N641939,2357.22,NEFT,Transport
2025-09-04,NEFT-IMPS INWA PVT LTD-N836391,8662.57,NEFT,Income
2026-01-30,UPI-STEAMPURCHASE PVT LTD-270136@ibl,2217.29,UPI,Entertainment
2025-12-27,UPI-RAPIDOBIKE PVT LTD-178357@ybl,55.34,UPI,Transport
2026-04-03,IMPS-436191-RENT TRANSFER LANDLORD,21457.08,IMPS,Rent
2025-11-10,UPI-NETMEDS-168101@oksbi,784.2,UPI,Health & Fitness
2026-04-12,UPI-SWIGGY-402271@paytm,226.26,UPI,Dining
2026-06-09,UPI-AIRTEL PAYMENTS PVT LTD-372322@oksbi,150.5,UPI,Utilities & Bills
2026-01-12,POS 931700 NATURES BASKET PVT LTD DEL,417.28,POS,Groceries
2025-11-20,NEFT-BOOKMYSHOW-N970262,288.27,NEFT,Entertainment
2026-05-19,UPI-BARBEQUENATION-64528@upi,1064.21,UPI,Dining
2025-10-25,POS 431657 HALDIRA LTD GZB,125.41,POS,Dining
2025-09-12,UPI-SONYLIV INDIA-761866@ibl,608.82,UPI,Subscriptions
2025-07-03,POS 83414 DOMINOS P NOIDA,484.8,POS,Dining
2025-11-13,UPI-WOWMOMO PVT LTD-605799@oksbi,105.94,UPI,Dining
2026-02-25,POS 717356 IMPSTRANSFER DEL,3388.04,POS,Transfers & Payments
2025-12-13,POS 454424 CAFECOFFEEDAY INDIA DEL,101.94,POS,Dining
2025-08-06,UPI-NOBROKER RENT PAY-6708@oksbi,26656.39,UPI,Rent
2026-01-05,UPI-VODAFONEIDEA INDIA-108632@ibl,481.17,UPI,Utilities & Bills
2026-02-04,NEFT-IMPS IN-N762399,741.14,NEFT,Income
2025-12-05,ACH-CRED RENT PAYMENT PVT LTD-216274,10002.28,ACH,Rent
2026-01-02,UPI-AMAZONPRIME LTD-782526@okaxis,763.5,UPI,Subscriptions
2026-02-23,UPI-BSES RAJDHANI POWER PVT LTD-824284@upi,510.35,UPI,Utilities & Bills
2026-06-17,UPI-WATER BILL PVT LTD-622814@ibl,592.11,UPI,Utilities & Bills
2026-01-17,UPI-NETMEDS-903368@ibl,150.9,UPI,Health & Fitness
2026-01-24,UPI-ZEPTO-558965@ybl,237.74,UPI,Groceries
2025-09-15,UPI-PLAYSTATIONSTORE-831605@paytm,3028.17,UPI,Entertainment
2026-05-04,NEFT-RENT TRANSFER LANDLORD INDIA-N66293,11025.91,NEFT,Rent
2026-05-15,UPI-BLUSMART-411438@oksbi,513.7,UPI,Transport
2025-09-16,POS 919510 STEAM PURCHASE INDIA MUM,1092.25,POS,Entertainment
2025-07-28,UPI-IRCTC PVT LTD-256296@apl,610.56,UPI,Transport
2026-05-13,POS 916503 NYKAA PVT LTD MUM,584.47,POS,Shopping
2025-11-15,UPI-APOLLOPHARMACY INDIA-587310@apl,1314.63,UPI,Health & Fitness
2025-08-19,UPI-PRACTO-960203@ybl,502.25,UPI,Health & Fitness
2025-07-27,POS 409430 BLINKIT INDIA MUM,362.36,POS,Groceries
2026-04-15,POS 794213 RELIANCEDIGITAL DEL,3984.94,POS,Shopping
2026-05-29,POS 744356 BURGER KING GZB,298.46,POS,Dining
2025-07-04,IMPS-494156-CREDRENTPAYMENT LTD,12782.03,IMPS,Rent
2026-05-09,UPI-DR LAL PATHLABS PVT LTD-784890@ibl,2154.37,UPI,Health & Fitness
2026-03-08,UPI-CAFE COFFEE DAY-25747@ybl,316.12,UPI,Dining
2025-10-05,UPI-COURSERA-337217@upi,3896.43,UPI,Shopping
2026-04-03,ACH-ASPECT RATIO SALARY PVT LTD-314295,59300.55,ACH,Income
2026-04-03,NEFT-FDMATURITYPROCEEDS PVT LTD-N26545,23188.84,NEFT,Income
2026-02-13,POS 235561 UDEMYONLINECOURSE PVT LTD BLR,400.45,POS,Shopping
2025-12-11,UPI-PLAYSTATION STORE-123752@ybl,879.94,UPI,Entertainment
2026-02-10,UPI-BLINKIT INDIA-706153@apl,964.88,UPI,Groceries
2026-05-15,UPI-BLUSMART-920853@ibl,331.51,UPI,Transport
2025-08-17,UPI-ZOMATO-134353@paytm,850.54,UPI,Dining
2026-05-20,UPI-HDFC HOME LOAN EMI PVT LTD-771678@okaxis,15091.79,UPI,Transfers & Payments
2025-09-17,UPI-CROMA RETA LTD-823706@apl,6711.14,UPI,Shopping
2025-10-24,UPI-WATER BI LTD-45084@ibl,725.29,UPI,Utilities & Bills
2026-05-05,POS 385793 SPOTIFYINDIA NOIDA,122.16,POS,Subscriptions
2025-12-02,UPI-NETMEDS-214475@oksbi,194.21,UPI,Health & Fitness
2025-09-06,NEFT-CREDRENTPAYMENT-N596058,10984.15,NEFT,Rent
2026-02-06,POS 367943 SNITCH INDIA BLR,514.12,POS,Shopping
2026-05-02,POS 391943 BLUSMART PVT LTD NOIDA,287.08,POS,Transport
2026-04-25,POS 961649 ZOMATO MUM,233.51,POS,Dining
2026-05-13,UPI-BLINKIT INDIA-921028@oksbi,649.04,UPI,Groceries
2025-07-05,UPI-SWIGGYINSTAMART LTD-253367@apl,201.76,UPI,Groceries
2026-04-18,UPI-RELIANCEDIGITAL LTD-341153@paytm,15539.62,UPI,Shopping
2025-11-10,UPI-PVRCINEMAS PVT LTD-258067@apl,927.57,UPI,Entertainment
2026-03-03,IMPS-408579-IMPS INWARD P LTD,517.42,IMPS,Income
2026-03-17,UPI-HALDIRAM INDIA-213375@oksbi,201.39,UPI,Dining
2025-07-30,UPI-INDIAN OIL PETROL-155385@ybl,590.16,UPI,Transport
2025-07-01,IMPS-569336-CRED RENT PAYMENT,10576.14,IMPS,Rent
2026-02-24,UPI-FLIPKART-727030@oksbi,292.22,UPI,Shopping
2026-06-01,POS 881274 WOW MOMO INDIA BLR,140.76,POS,Dining
2026-05-29,UPI-VODAFONEIDEA INDIA-571889@ibl,276.44,UPI,Utilities & Bills
2026-01-21,POS 715009 PIZZA HUT GZB,302.4,POS,Dining
2025-07-03,ACH-IMPS INWARD P2P LTD-388433,780.58,ACH,Income
2025-07-12,UPI-SONY L INDIA-626772@ybl,316.21,UPI,Subscriptions
2026-02-19,UPI-SPENCERS RETAIL INDIA-9795@ybl,219.77,UPI,Groceries
2026-04-13,UPI-DELHI JAL BOARD-573594@apl,271.72,UPI,Utilities & Bills
2026-02-19,NEFT-INOX LEISURE-N990984,905.05,NEFT,Entertainment
2025-11-08,UPI-NEFT TRA-396466@upi,11272.58,UPI,Transfers & Payments
2025-10-02,UPI-PVRCINEMAS-703510@ibl,725.69,UPI,Entertainment
2026-01-29,POS 967682 INTERVIEWBIT PVT LTD GZB,4126.83,POS,Shopping
2025-07-13,UPI-SNITCH LTD-467754@ibl,559.84,UPI,Shopping
2025-11-01,POS 771653 GPAY U INDIA GZB,5637.36,POS,Transfers & Payments
2025-12-11,UPI-SWIGGY LTD-663427@upi,270.74,UPI,Dining
2025-08-31,POS 407530 INOX LEISURE PVT LTD BLR,365.66,POS,Entertainment
2025-11-07,IMPS-521912-TATAPOWERDDL,3834.24,IMPS,Utilities & Bills
2025-07-20,POS 501792 MCDONALDS NOIDA,235.03,POS,Dining
2026-02-11,POS 941446 KFC PVT LTD DEL,491.83,POS,Dining
2026-01-14,UPI-INDIANOILPETROL-645307@upi,1089.95,UPI,Transport
2026-05-20,UPI-AMAZONPRIME PVT LTD-697242@apl,407.5,UPI,Subscriptions
2026-01-22,POS 637592 JIOMAR DEL,1979.58,POS,Groceries
2026-05-12,UPI-BURGERKING INDIA-699568@paytm,153.91,UPI,Dining
2026-03-22,UPI-PHONEPEUPI LTD-585159@oksbi,9057.65,UPI,Transfers & Payments
2025-10-12,UPI-BSES RAJDHANI POWER-551226@oksbi,566.49,UPI,Utilities & Bills
2026-03-14,UPI-DELHI METRO RAIL LTD-591344@oksbi,123.77,UPI,Transport
2026-01-22,UPI-HDFCHOMELOANEMI PVT LTD-673582@ibl,15053.68,UPI,Transfers & Payments
2026-05-01,IMPS-169748-NEFT INWARD REMITTANCE,4200.42,IMPS,Income
2026-01-21,UPI-COURSERA-156866@apl,2549.44,UPI,Shopping
2026-04-07,NEFT-NOBROKER R-N822232,10026.3,NEFT,Rent
2025-07-05,NEFT-ASPECTRATIOSALARY INDIA-N373892,77857.68,NEFT,Income
2025-12-07,UPI-INDRAPRASTHA GAS LTD-41625@paytm,410.16,UPI,Utilities & Bills
2025-09-06,IMPS-763502-INTEREST CREDIT SB AC INDIA,268.86,IMPS,Income
2025-07-03,POS 190685 TATA 1MG PVT LTD BLR,305.95,POS,Health & Fitness
2026-02-20,UPI-YOUTUBE PREMIUM LTD-60243@oksbi,164.92,UPI,Subscriptions
2026-01-20,UPI-BLINKIT INDIA-598216@paytm,101.89,UPI,Groceries
2025-08-03,POS 98734 LEETCODE PREMIUM INDIA BLR,7198.63,POS,Shopping
2025-07-12,UPI-ZEPTO LTD-481648@oksbi,759.8,UPI,Groceries
2026-05-27,POS 355871 DMART INDIA BLR,2605.04,POS,Groceries
2025-12-11,UPI-HOTSTAR PVT LTD-524331@oksbi,840.76,UPI,Subscriptions
2025-07-08,IMPS-736176-BLINKIT PVT LTD,395.51,IMPS,Groceries
2026-03-13,UPI-HPPETROLPUMP-671370@ibl,1108.96,UPI,Transport
2025-08-05,UPI-RAPIDO BIKE PVT LTD-172600@apl,188.82,UPI,Transport
2025-07-26,POS 419765 PVR CINEMAS MUM,777.69,POS,Entertainment
2025-09-07,UPI-FAASOS INDIA-481231@upi,145.73,UPI,Dining
2025-09-13,UPI-HOTSTAR PVT LTD-362812@upi,549.12,UPI,Subscriptions
2025-11-22,POS 310261 BOOKS KHARIDO STORE NOIDA,1367.31,POS,Shopping
2026-01-18,UPI-FAASOS-505183@ybl,324.44,UPI,Dining
2025-11-29,UPI-PRACTO-430991@oksbi,497.08,UPI,Health & Fitness
2026-05-02,UPI-PHARMEASY-306738@okaxis,1457.92,UPI,Health & Fitness
2025-11-04,UPI-SPOTIFYINDIA PVT LTD-138504@paytm,120.32,UPI,Subscriptions
2026-05-06,UPI-HALDIR LTD-298990@ibl,240.25,UPI,Dining
2026-04-15,UPI-FAASOS-380228@apl,357.65,UPI,Dining
2026-06-13,UPI-TATA POWER DDL INDIA-368293@paytm,1981.74,UPI,Utilities & Bills
2025-11-13,UPI-SBIPERSONALLOANEMI INDIA-726380@paytm,7643.12,UPI,Transfers & Payments
2025-10-31,UPI-FAASOS-680967@okaxis,138.79,UPI,Dining
2026-06-01,POS 650464 NEFT TRANSFER PVT LTD DEL,28008.67,POS,Transfers & Payments
2025-09-22,UPI-BLINKIT-833724@paytm,129.97,UPI,Groceries
2026-06-03,UPI-RAPIDO B PVT LTD-276330@apl,79.33,UPI,Transport
2026-02-23,UPI-WATER BILL INDIA-55367@oksbi,202.04,UPI,Utilities & Bills
2026-05-03,NEFT-NOBROKER RENT PAY-N670474,13234.99,NEFT,Rent
2026-02-13,UPI-FAASOS LTD-137316@oksbi,156.97,UPI,Dining
